# spec: design-and-facts.md
# sha256: da506cfeefcc9d8cf3fdf284ea86de7eb4dd3b7f60dbebeb339fd7186babccc7
# generated: 2026-09-03 (re-stamped after rename; rows from the 2026-09-02 review)
subject	kind	status	claim	section	anchor
projection	dependency		Kola and Nevada are not installed and not measured.	Geometry facts	Kola and Nevada are not installed and not
pack	behavior		`pack` fits any unlisted theatre from the extract's `latlon_samples` and verifies a listed one the same way.	Geometry facts	`latlon_samples` and verifies a listed one the same way
probe log	dependency		Every theatre's bounds rectangle, `defaultBullseye` and airdrome count are in the probe-log table.	Geometry facts	airdrome count are in the same probe-log table
defaultbullseye	dependency		`defaultBullseye` is `{0, 0}` on Persian Gulf and Marianas, so it is not a reliable campaign reference.	Geometry facts	`{0, 0}` on Persian Gulf and Marianas
fill constant	dependency		Queries outside the terrain return a per-map fill constant, not nil.	Geometry facts	return a per-map fill constant, not nil
fill constant	dependency		The fill was measured from the hook 500 km outside the bounds rectangle.	Geometry facts	500 km outside the bounds
fill constant	dependency		The fill is height 5.000005 with surface `land` on Afghanistan, Caucasus and Cold War Germany.	Geometry facts	height 5.000005 with surface `land` on Afghanistan
fill constant	dependency		The fill is 10.00001 `land` on Persian Gulf.	Geometry facts	10.00001 `land` on Persian Gulf
fill constant	dependency		The fill is 0 `sea` with seabed 100 on Syria, Sinai, Marianas and Marianas WWII.	Geometry facts	0 `sea` with seabed
fill triple	definition		A point is fill when `GetHeight`, `GetSurfaceType` and the seabed return all equal the map's constants.	Geometry facts	`GetHeight`, `GetSurfaceType` and the seabed return all equal the
map extent	dependency		On Caucasus `nodesMapBorders` is smaller than the bounds rectangle and contains a fill margin along its edges.	Geometry facts	`nodesMapBorders` is smaller than the rectangle and contains a fill
map extent	dependency		On the sea-fill maps the seabed channel separates fill from in-bounds sea: in-bounds sea reads its real depth (63 to 96 m off Batumi, 2 571 m off Cyprus, 8 944 m in the Mariana Trench) and the void reads exactly 100.000.	Geometry facts	in-bounds sea: in-bounds sea reads its real depth (63 to 96 m off
map extent	dependency		Inside the Caucasus `nodesMapBorders` 11 843 of 368 905 lattice points read exact fill and 500 read near-fill.	Geometry facts	margin along its edges (11 843 of 368 905 points, 500 near-fill).
fill triple	constraint		The fill test is exact equality of all three channels, not a depth threshold.	Geometry facts	reads exactly 100.000, and the test is exact equality of all three
fill triple	dependency		On Syria, Sinai and Marianas the exact fill triple occurs at 0 of 189 000, 210 000 and 520 000 lattice points inside the bounds.	Geometry facts	exact triple occurs at 0 of 189 000, 210 000 and 520 000 lattice
fill triple	dependency		Fill lies outside the bounds rectangle, not inside it, measured on 1 or 2 km lattices over the whole rectangle.	Geometry facts	it **[measured, 1 or 2 km lattices over the whole rectangle]**:
fill triple	dependency		Exact fill occurs at 0 of 2 210 192 lattice points on Afghanistan and 0 of 535 500 on Persian Gulf.	Geometry facts	exact fill at 0 of 2 210 192 points on Afghanistan, 0 of 535 500 on
fill triple	dependency		On Cold War Germany 3 of 640 000 lattice points read exact fill (real land at 5.000005 m) and 3 258 further points lie within 0.5 m.	Geometry facts	5.000005 m: 3 258 further points lie within 0.5 m). On Caucasus
fill triple	behavior		The extractor tests each cell against the exact fill triple before rounding and writes fill cells as nodata; pack derives valid from nodata.	Geometry facts	fill is 5, like real 5 m land) and writes fill cells as `nodata`;
height raster	dependency		The height raster is far larger than the authored map: Afghanistan 1837 × 1413 km around a 552 × 798 km hull.	Geometry facts	1413 km of posts around an authored hull of 552 × 798 km
post spacing	dependency		Post spacing is 30 to 110 m inside the authored area and 250 to 1500 m outside, measured on 2.9.28.	Geometry facts	is 30 to 110 m inside the authored area, 250 to 1500 m outside
interpolation	dependency		On 2.9.29.27278 the second difference of `GetHeight` along a 4 km line sampled at 5 m is non-zero at almost every sample inside the authored area (Berlin 262 of 799, Leipzig 410).	Geometry facts	difference of `GetHeight` along a 4 km line sampled at 5 m is
pre-sweep	dependency		The raster outside the hull is real, coarse terrain, so neither fill nor `nodesMapBorders` finds the hull; post density and roads do.	Geometry facts	neither fill nor `nodesMapBorders` finds the hull; post density and
pre-sweep	definition		Breakpoints are the samples along a 2 km line sampled at 10 m where the second difference of height is non-zero.	Geometry facts	count of samples where the second difference of height is non-zero
pre-sweep	dependency		Breakpoints per 2 km are 100 to 170 inside the authored area (Kabul, Kandahar, Herat, Jalalabad, Berlin, Hamburg, Frankfurt, Leipzig, Bremen, Kerman).	Geometry facts	is 100 to 170 inside the authored area (Kabul, Kandahar, Herat,
pre-sweep	dependency		Breakpoints per 2 km are 0 to 35 outside the authored area (Mazar-i-Sharif, Islamabad, the Turkmen and Tajik corners, Amsterdam, Prague, Muscat, Doha).	Geometry facts	0 to 35 outside it (Mazar-i-Sharif, Islamabad, the Turkmen and Tajik
pre-sweep	dependency		A road lies within 150 m of the inside sites and 50 to 800 km away from the outside sites.	Geometry facts	inside and 50 to 800 km away outside. Flat authored ground reads
pre-sweep	dependency		Flat authored ground reads few breakpoints: Dubai 0 with a road at 403 m, Bandar Abbas 58.	Geometry facts	few breakpoints (Dubai 0, road 403 m; Bandar Abbas 58), so the rule
pre-sweep	constraint		A 5 km cell is authored when breakpoints ≥ 60 or a road lies within 5 km.	Geometry facts	is: a 5 km cell is authored when breakpoints ≥ 60 or a road lies
pre-sweep	dependency		Detailed terrain without roads exists (Zahedan, Quetta: 120 to 160 breakpoints, roads 37 to 80 km away) and counts as authored.	Geometry facts	120 to 160 breakpoints, roads 37 to 80 km away) and counts as
design decisions	constraint		Take the design decisions as decided unless a probe contradicts them.	Design decisions	Take these as decided unless a probe contradicts them
base grid	definition		The sweep collects the minimum: height, hook surface string and mission-state surface enum; the seabed return is read only for the fill test.	Design decisions	hook surface string, mission-state surface enum; the seabed return is
pre-sweep	behavior		Where the theatre ships no authored `nodesMapBorders`, the authored rectangle is found by the pre-sweep, post density or road proximity on a 5 km lattice.	Design decisions	found by the pre-sweep (post density or road proximity on a 5 km
tile omission	behavior		Tiles that are entirely fill or entirely sea are not written.	Design decisions	that are entirely fill or entirely sea are not written.
base grid	constraint		The base grid is fixed 50 m posts in the authored rectangle.	Design decisions	posts in the authored rectangle (Caucasus: 445 × 830 km → 8900 × 16600 =
base grid	behavior		Caucasus is 445 × 830 km → 8900 × 16600 = 148 M cells, 296 MB int16.	Design decisions	148 M cells, 296 MB int16
base grid	behavior		Afghanistan authored 552 × 798 km gives 176 M cells.	Design decisions	Afghanistan authored 552 × 798 km → 176 M cells
sweep cost	behavior		The sweep takes about 2 minutes for height and 2 for surface per theatre.	Design decisions	about 2 minutes for height and 2 for
derived layers	behavior		TPI, distance transforms, horizon, summed-area tables and coarser pyramids are computed in the pack step from the extracted grid.	Design decisions	surface per theatre. Everything else — TPI, distance transforms, horizon,
query-time layers	behavior		The cheap window layers (slope, aspect, roughness, tpi_300) are computed at query time from the height window and never stored.	Design decisions	the extracted grid, and the cheap window layers (slope, aspect,
packed base	constraint		The extract is always 50 m; the packed base is a pack decision.	Design decisions	window and never stored. The extract is always 50 m; the packed base
packed base	behavior		The packed base is 50 m for theatres under 500 000 km² of authored area and 100 m above, recorded in meta.	Design decisions	is a pack decision, 50 m for theatres under 500 000 km² of authored
multi-resolution	constraint		Do not multi-resolution the DCS sweep; multi-resolution the derived products.	Design decisions	recorded in `meta`. Do not multi-resolution the
visibility in dcs	nongoal		No visibility work happens inside DCS: no `getIP` ray sweeps and no horizon layer through the API.	Design decisions	No `getIP` ray sweeps and no horizon
horizon layer	behavior		The horizon is computed offline from the heightfield.	Design decisions	the horizon is computed offline from the
visibility layers	behavior		The file's visibility layers reproduce DCS's own because the offline check matched `terrain.isVisible` on 300 of 300 pairs.	Design decisions	matched `terrain.isVisible` on 300 of 300 pairs, so the file's visibility
horizon layer	constraint		Compute the horizon at grid resolution or 2×, with 32 or 64 bins as a tunable.	Design decisions	questions need (grid resolution or 2×), with 32 or 64 bins as a tunable
horizon layer	constraint		Treat the horizon as one derived product among several, not the core abstraction.	Design decisions	treat it as one derived product among several rather than the core
visibility queries	behavior		Point-to-point visibility and radial viewsheds read height tiles directly.	Design decisions	Point-to-point visibility and radial viewsheds read height tiles
scenery extraction	behavior		Tile the bounds rectangle with 20 km spheres in the mission state and collect `id`, type name and position per object.	Design decisions	Tile the bounds rectangle with 20 km spheres (or boxes) in the mission state
scenery extraction	behavior		In the hook, call `getObjectsAtMapPoint(x, z)` at each object's position to get its oriented box.	Design decisions	`getObjectsAtMapPoint(x, z)` at each object's own position to get its oriented
scenery storage	behavior		Store objects as rows with an R-tree and summed-area tables of building and industrial counts at 100 m.	Design decisions	box. Store objects as rows with an R-tree and summed-area tables of
blk_light_pole	dependency		`BLK_LIGHT_POLE` is 30 % of all objects.	Design decisions	`BLK_LIGHT_POLE` is 30 % of all objects
blk_light_pole	constraint		Class `BLK_LIGHT_POLE` as `misc` so it does not dominate density.	Design decisions	class it as `misc` so it does not
tree class	nongoal		The schema has no tree class.	Design decisions	the schema has no tree
road graph	behavior		Seed the road graph with `getClosestPointOnRoads` from a 1 km grid plus every airdrome and town.	Design decisions	grid (1 km) plus every airdrome and town
road graph	behavior		Call `findPathOnRoads` between each seed and its k nearest seeds, union the polylines and snap vertices within 1 m.	Design decisions	unioning the polylines, and snapping
road graph	behavior		Repeat the road graph build with `'railroads'`.	Design decisions	Repeat with `'railroads'`
road graph	behavior		The path oracle yields exact road geometry from the engine's own router.	Design decisions	This yields exact road geometry
rn4 reverse engineering	constraint		Spend at most one bounded session on `<Map>.rn4` and stop if the node table is not located.	Design decisions	stop if the node table is not located
sqlite	constraint		The file is stock SQLite with no application-defined functions.	Design decisions	**SQLite, stock, no application-defined functions.**
tile blob	definition		Tiles are BLOBs of raw int16/uint8 in row-major order.	Design decisions	Tiles as BLOBs of raw
tile size	constraint		Packed tiles are 64 × 64 cells (int16 8 KiB) so a window read fetches few blobs; page_size is 8192.	Design decisions	int16/uint8 in row-major order, 64 × 64 cells (int16 8 KiB) so a window
tile size	behavior		The extract uses a larger tile (256) for fewer files and `pack` re-tiles.	Design decisions	larger tile (256) for fewer files; `pack` re-tiles.
tile min/max	definition		Each tile stores `min_val`/`max_val`.	Design decisions	`min_val`/`max_val` per tile
irregular data	behavior		Irregular data goes in normal tables with R-tree indexes.	Design decisions	Irregular data in normal tables with R-tree indexes
sqlite	constraint		Open the file read-only with `query_only` and `mmap_size` set.	Design decisions	`query_only`, `mmap_size` set
sqlite	constraint		Keep the file pure data because registering host functions binds it to one host.	Design decisions	binds the file to one host
dcsterrain crate	definition		Predicates live in the `dcsterrain` core crate behind both the CLI and the MCP server.	Design decisions	`dcsterrain` core crate, behind both the CLI and the MCP server
region bound	definition		The canonical region bound is an axis-aligned box in DCS metres `{minX, minZ, maxX, maxZ}`.	Design decisions	`{minX, minZ, maxX, maxZ}`
region bound	behavior		Circle, polygon and airfield distance band are convenience inputs converted to a box plus a post-filter predicate.	Design decisions	convenience inputs `dcsterrain` converts to a box plus a post-filter predicate
region bound	constraint		Every query takes the box.	Design decisions	Every query takes the box
query results	behavior		Queries return a ranked, capped candidate list with each criterion's score as a separate field.	Design decisions	criterion's score kept as a separate field
non-maximum suppression	behavior		Non-maximum suppression runs at a caller-given spacing.	Design decisions	non-maximum suppression at a
query results	constraint		Never return a scored grid over MCP.	Design decisions	Never return a scored grid over MCP
dcsterrain query	behavior		`dcsterrain query` may expose the grid for the campaign's own filtering.	Design decisions	expose the grid for the campaign's own filtering
routing	behavior		Nodes and edges live in SQLite with an R-tree on edges and an index on node id.	Design decisions	R-tree on edges and an
routing	behavior		A route query loads the subgraph in the endpoints' box expanded by 25 %, runs A* in memory and discards it.	Design decisions	expanded by 25 %, runs A* in memory, and discards it
routing	constraint		The bounded per-query cache satisfies "no eager theatre load".	Design decisions	which satisfies "no eager theatre load"
contraction hierarchies	nongoal		Contraction hierarchies are not worth it at the road-network sizes DCS ships.	Design decisions	hierarchies are not worth it at road-network sizes DCS ships
campaign overlay	definition		The file describes the map as shipped; the campaign keeps its own overlay of placed and destroyed objects.	Design decisions	The campaign keeps its own overlay of placed and destroyed objects
scenery clearing	dependency		A heliport-category static (`FARP`, `FARP_SINGLE_01`) removes every scenery object within about 150 m at spawn, permanently.	Design decisions	every scenery object within about 150 m at spawn time, permanently
scenery clearing	dependency		A building static removes nothing.	Design decisions	building static removes nothing
farp clearing	behavior		For a FARP, buildings inside 150 m are the "expected clearing" cost and never a veto.	Design decisions	never a veto: they are the "expected clearing" cost
campaign overlay	behavior		The campaign records the cleared objects in its overlay when it places the FARP.	Design decisions	records the cleared objects in its overlay when it places the FARP
building veto	constraint		For a building static, scenery inside the footprint is a hard veto.	Design decisions	building static, scenery inside the footprint is a hard veto
scenery pass	constraint		The scenery pass of an extract runs in a mission with no heliports placed.	Design decisions	no heliports placed, since the terrain module and the mission share one
trigger clearing	dependency		Two Mission Editor trigger actions clear scenery, reachable via `net.dostring_in("mission", ...)` per `me_trigrules.lua:2972-3005`.	Design decisions	`MissionEditor/modules/me_trigrules.lua:2972-3005`
a_scenery_destruction_zone	interface		`a_scenery_destruction_zone(zone, destruction_level 0..100)` is a scenery-clearing trigger action.	Design decisions	`a_scenery_destruction_zone(zone, destruction_level 0..100)`
a_remove_scene_objects	interface		`a_remove_scene_objects(zone, objects_mask)` takes mask `0` ALL, `1` TREES ONLY, `2` OBJECTS ONLY.	Design decisions	`a_remove_scene_objects(zone, objects_mask)` with mask `0` ALL, `1`
trigger clearing	dependency		Both trigger actions take a trigger-zone name, so the mission must define the zone.	Design decisions	Both take a trigger-zone name
trigger clearing	dependency		The `TREES ONLY` mask admits a tree layer the engine exposes no query for.	Design decisions	admitting a tree layer it exposes no query for
trigger clearing	behavior		The mask is the tool for flattening a site before placing a building static.	Design decisions	a site before placing a building static
trigger clearing	dependency		Neither trigger action is measured here.	Design decisions	Neither is measured here
version stamps	definition		The DCS core build (`autoupdate.cfg`) and the terrain module's data are versioned separately by ED.	Design decisions	and the terrain module's data are versioned separately by ED
version stamps	dependency		A terrain can be rebuilt under an unchanged core build, which moves heights, roads and scenery.	Design decisions	heights, roads and scenery. The install carries no readable terrain
terrain version	dependency		The install has no readable terrain version string: `entry.lua` `version` is empty and `manifest.bin` is opaque.	Design decisions	version string (`entry.lua` `version` is empty, `manifest.bin` is
terrain fingerprint	definition		The terrain version is a fingerprint of `.surface5`, `.rn4` and `.scn5`: size, container payload size, SHA-256 of the first MiB.	Design decisions	SHA-256 of the first MiB
version stamps	constraint		Every extract, packed file, query response and file name carries both stamps.	Design decisions	Every extract, packed file, query response and
version stamps	behavior		The consumer compares both stamps to the install it drives.	Design decisions	the consumer compares them to the install
concealment	definition		Concealment is terrain masking plus building density.	Design decisions	**Concealment is terrain masking plus building density.**
concealment	definition		The two concealment channels are exposure from the heightfield and built-up density from scenery counts.	Design decisions	unreachable, the two concealment channels are exposure
concealment	constraint		Both concealment channels are stored separately and never fused in the file.	Design decisions	separately and never fused in the file
size budget	dependency		Size estimates come from the grid list in `core.md`.	Size budget	from the grid list in `core.md`
base layers	behavior		Base layers (height i16, surface u8, water u8, valid u8) cost 5 bytes per 50 m cell.	Size budget	layers (height i16, surface u8, water u8, valid u8) 5 bytes; `tpi_2000`
derived layers	behavior		tpi_2000 is stored at 200 m.	Size budget	5 bytes; `tpi_2000`
distance grids	behavior		Distances at 100 m (four u16) cost 2 bytes per 50 m cell.	Size budget	at 200 m; distances at 100 m (four u16) 2 bytes per 50 m cell;
summed-area tables	behavior		Summed-area tables at 100 m (two i32) cost 2 bytes per cell.	Size budget	summed-area tables at 100 m (two
horizon layer	behavior		Horizon with 32 bins at 200 m costs 2 bytes per cell.	Size budget	horizon 32 bins at
size budget	behavior		The full file costs about 11 bytes per 50 m cell, with 400 000 cells per 1000 km².	Size budget	About 11 bytes per 50 m
size budget	behavior		At 50 m the file is about 4.5 MB per 1000 km² full and 2 MB base-only; a quarter of that at 100 m.	Size budget	**about 4.5 MB per 1000 km² full, 2 MB
extract directory	behavior		The extract is 4 bytes per cell (height, water, surface) plus JSON.	Size budget	of that at 100 m. The extract is 4 bytes per cell (height, water,
vector tables	behavior		920 000 Caucasus scenery rows with an R-tree are about 100 MB and road graphs tens of megabytes.	Size budget	small beside the grids: 920 000 Caucasus scenery rows with an R-tree are
size budget	behavior		Marianas and Marianas WWII (under 5 000 km² land, sea tiles omitted) are < 100 MB full, < 30 MB base, < 30 MB at 100 m.	Size budget	| < 100 MB | < 30 MB | < 30 MB |
size budget	behavior		Caucasus (369 000 km² measured) and Afghanistan (440 000 measured) are 1.6 to 2.0 GB full, 0.7 to 0.9 GB base, 0.4 to 0.5 GB at 100 m.	Size budget	| 1.6 to 2.0 GB | 0.7 to 0.9 GB | 0.4 to 0.5 GB |
size budget	behavior		Cold War Germany, Persian Gulf, Syria and Sinai (600 000 to 1 000 000 km²) are 2.7 to 4.5 GB full at 50 m, packed at 100 m by default at 0.7 to 1.1 GB, and 1.2 to 2 GB base.	Size budget	| 2.7 to 4.5 GB at 50 m; packed at 100 m by default: 0.7 to 1.1 GB | 1.2 to 2 GB | 0.7 to 1.1 GB |
tile omission	definition		Land area in the table is the authored area; sea and fill tiles inside it are not stored.	Size budget	Land area here is the authored area; sea and fill tiles inside it are
extract directory	behavior		The extract directory holds the three base layers, about 0.6 GB for Caucasus raw.	Size budget	extract directory holds the three base layers, so it is about 0.6 GB
extract directory	behavior		Zipped heights compress two to three times, so a hand-off is 250 to 400 MB.	Size budget	hand-off is 250 to 400 MB
tile omission	behavior		Not storing sea and fill tiles is what makes Marianas and Persian Gulf small.	Size budget	makes Marianas and Persian Gulf small
size levers	behavior		Two further levers exist if a file is still too large, neither taken.	Size budget	Two further levers exist if a file is still too large, neither taken:
size levers	behavior		Coarser summed-area tables and horizon (200 m and 400 m) would halve their 2 bytes each.	Size budget	coarser summed-area tables and horizon (200 m and 400 m, halving their
size levers	constraint		Compressed tile blobs conflict with the goal that any stock SQLite client reads the file.	Size budget	2 bytes each), and compressed tile blobs, which conflict with the goal
worked tasks	definition		Every worked task states the inputs, the computation against the file, and what goes back to DCS.	Worked tasks	Every task states the inputs, the computation against the file
farp task	definition		Inputs: box = 20 km around Kutaisi airfield; footprint 120 × 80 m.	FARP for a helicopter forward base	Inputs: box = 20 km around Kutaisi airfield; footprint 120 × 80 m
farp task	definition		Height span across the footprint is ≤ 2.5 m at the best of two orientations.	FARP for a helicopter forward base	span across the footprint ≤ 2.5 m at the best of two orientations
farp task	definition		Surface `land`, 200 m to 3 km from a road, ≥ 3 km from the airfield.	FARP for a helicopter forward base	`land`; 200 m to 3 km from a road; ≥ 3 km from the airfield
farp task	definition		Scenery objects within 100 m must be 0 (veto); within 500 m counts as a cost.	FARP for a helicopter forward base	within 100 m = 0 (veto) and within 500 m as a cost
farp task	definition		Ground exposure from a 36-observer ring (12 bearings × 3, 6, 10 km at 2 m AGL) is a cost.	FARP for a helicopter forward base	36-observer ring (12 bearings × 3, 6, 10 km at 2 m AGL)
farp task	definition		Spacing is 2 km and limit is 8.	FARP for a helicopter forward base	2 km; limit 8
farp task	behavior		Read `slope` tile min/max to skip tiles whose minimum exceeds the limit.	FARP for a helicopter forward base	read `slope` tile min/max to skip tiles
farp task	behavior		For surviving cells read the 4 × 4 `height` window and take max−min over the footprint corners at 0° and 90°.	FARP for a helicopter forward base	`height` window and take max−min over the footprint corners at 0° and 90°
farp task	behavior		Add 45° and 135° orientations when the grid is 25 m.	FARP for a helicopter forward base	(add 45° and 135° when the grid is 25 m)
dist_road_band	behavior		`dist_road_band` and `dist_airdrome_band` predicates use the `dist_road` grid and the `airdrome` table.	FARP for a helicopter forward base	predicates (the `dist_road` grid, the `airdrome` table)
scenery_idx	behavior		A `scenery_idx` box query then exact OBB overlap gives the veto.	FARP for a helicopter forward base	`scenery_idx` box query then exact OBB overlap
sat_building	behavior		A `sat_building` window gives the 500 m scenery cost.	FARP for a helicopter forward base	`sat_building` window for the 500 m cost
farp task	behavior		Exposure comes from 36 `visible()` calls.	FARP for a helicopter forward base	exposure by 36
farp task	behavior		Score = span/2.5 + road/3000 + 0.002 × scenery500 + exposure, keeping each term.	FARP for a helicopter forward base	Score = span/2.5 + road/3000 + 0.002 × scenery500
farp task	behavior		Non-maximum suppress at 2 km.	FARP for a helicopter forward base	Non-maximum suppress at 2 km
farp task	dependency		Live: 40 401 cells swept in 4.9 s from the hook and 26 085 passed the geometric filters.	FARP for a helicopter forward base	40 401 cells swept in 4.9 s from the hook
farp task	dependency		Candidate 2 at (−275487, 684259) has zero scenery within 500 m and exposure 0.42.	FARP for a helicopter forward base	(−275487, 684259)
farp task	dependency		Candidate 4 at (−283387, 679459) matches on exposure with a village 500 m off.	FARP for a helicopter forward base	(−283387, 679459)
farp task	dependency		Candidate 3 has 14 objects inside 100 m and is rejected; candidate 7 is exposed to 78 % of observers.	FARP for a helicopter forward base	Candidate 3 has 14 objects inside 100 m
farp task	behavior		Back to DCS: a FARP static at `(x, z)` with heading = chosen orientation.	FARP for a helicopter forward base	FARP static at `(x, z)` with heading = chosen orientation
farp task	behavior		Record the placement in the overlay and report the building count the footprint covers as "expected clearing".	FARP for a helicopter forward base	footprint covers as "expected clearing"
sam task	definition		Asset = Kutaisi airfield; protection set = airfield centre plus 24 points on a 5 km ring at 100 m AGL.	SAM site covering an airfield against low-level ingress	protection set = airfield centre plus 24
sam task	definition		Candidates are 4 to 15 km from the asset, surface `land`, road within 500 m.	SAM site covering an airfield against low-level ingress	candidates 4 to 15 km from the asset
sam task	definition		Masking: not visible from a 100 m AGL approach on the western arc at 10 km; spacing 5 km; limit 5.	SAM site covering an airfield against low-level ingress	visible from a 100 m AGL approach on the western arc at 10 km; spacing 5 km
sam task	behavior		Per candidate, 25 `visible()` calls from a 6 m mast to the protection set and 7 to the western arc.	SAM site covering an airfield against low-level ingress	per candidate 25 `visible()` calls from a 6 m mast
sam task	behavior		Rank candidates by coverage then masking.	SAM site covering an airfield against low-level ingress	rank by coverage then masking
coverage()	behavior		`coverage()` samples 72 radials × 20 ranges × 4 altitudes for the dead-zone rings.	SAM site covering an airfield against low-level ingress	samples 72 radials × 20 ranges × 4 altitudes
sam task	dependency		Live: 1 979 candidates × 32 LOS in 0.9 s.	SAM site covering an airfield against low-level ingress	1 979 candidates × 32 LOS in 0.9 s
sam task	dependency		Every candidate on the plain covers 100 % of the ring, so masking decides.	SAM site covering an airfield against low-level ingress	covers 100 % of the ring
sam task	dependency		Site 1 at (−293887, 682059), 9.2 km south, is masked from all seven western points by a 108 m rise and a 369 m ridge.	SAM site covering an airfield against low-level ingress	(−293887, 682059)
unmasking point	dependency		An ingress at 100 m AGL from 60 km due west is first seen by site 1 at 7.8 km from the airfield.	SAM site covering an airfield against low-level ingress	seen by site 1 at 7.8 km from the airfield
coverage()	behavior		`coverage()` on the final site returns the dead-zone rings for the briefing and the campaign's threat model.	SAM site covering an airfield against low-level ingress	returns the dead-zone rings for the
bunker task	definition		Ground observer set = all `dist_road ≤ 30` cells at 2 m AGL within 3 km.	Concealed command bunker	ground observer set = all `dist_road ≤ 30` cells
bunker task	definition		Air observer band = 300 m to 1500 m AGL on a 1 km lattice within 15 km.	Concealed command bunker	air observer band = 300 m to 1500 m AGL
bunker task	definition		Maximum exposure fraction is 0.15 for ground and 0.35 for air.	Concealed command bunker	maximum exposure fraction 0.15 for ground and 0.35 for
bunker task	definition		Plausibility: `dist_road ≤ 2 km`, `dist_builtup ≤ 5 km`, slope ≤ 8°.	Concealed command bunker	`dist_road ≤ 2 km`, `dist_builtup ≤ 5 km`, slope ≤ 8°
bunker task	behavior		Ground exposure = fraction of road cells within 3 km with `visible()` true.	Concealed command bunker	ground exposure = fraction of road cells within 3 km
bunker task	behavior		Air exposure = fraction of lattice points with `visible()` true.	Concealed command bunker	air exposure = fraction of lattice points
bunker task	behavior		Keep terrain masking and built-up cover (building count in 150 m from `sat_building`) as two separate scores.	Concealed command bunker	(building count in 150 m from `sat_building`
bunker task	behavior		Rank on exposure and report built-up cover as a second column.	Concealed command bunker	report built-up cover as a second column
score_site()	behavior		`score_site()` on a hand-chosen position returns the same two numbers.	Concealed command bunker	`score_site()` on a hand-chosen position
convoy task	definition		Inputs: from and to points, network `roads`, avoid = SAM coverage boxes, observers = enemy OPs, wheeled vehicle.	Convoy from depot to front	network `roads`; avoid = SAM coverage boxes
route()	behavior		`route()` loads the road subgraph in the expanded box and removes edges inside avoid boxes.	Convoy from depot to front	`route()` loads the road subgraph in the expanded box
route()	behavior		Each edge weighs length × (1 + exposure fraction from `visible()` at 25 m samples).	Convoy from depot to front	fraction along its geometry from `visible()` at 25 m samples
route()	behavior		`route()` runs A* and emits edge polylines as waypoints simplified to ≤ 1 per 500 m.	Convoy from depot to front	simplified to ≤ 1 per 500 m
route()	behavior		`route()` returns per-leg exposure so the campaign can time the move.	Convoy from depot to front	per-leg exposure so the campaign can time the move
convoy task	behavior		Back to DCS: waypoints with `action = "On Road"` per point so DCS's router fills gaps between vertices.	Convoy from depot to front	`action = "On Road"` per point
route_alternatives()	definition		Inputs: the same endpoints, `k = 3`, `max_stretch = 1.3`, `max_overlap = 0.4`.	Alternative routes for a recurring convoy	`k = 3`, `max_stretch = 1.3`, `max_overlap =
route_alternatives()	behavior		After each accepted route, multiply the weight of its edges by 1.6 and search again.	Alternative routes for a recurring convoy	multiply the weight of its edges by 1.6
route_alternatives()	behavior		Accept a candidate when stretch and overlap with every accepted route are within limits; stop at `k` or when candidates repeat.	Alternative routes for a recurring convoy	accepted route are within the limits; stop at `k` or when candidates
route_alternatives()	behavior		Return each route's exposure and chokepoints plus the edges all routes share.	Alternative routes for a recurring convoy	the edges all of them share
alternatives task	behavior		The campaign keeps the set and draws one route per departure; only the drawn route's waypoints enter the mission.	Alternative routes for a recurring convoy	Only the drawn route's waypoints go into the mission
using-the-data	dependency		`using-the-data.md` covers the recurring convoy under "A recurring convoy that should not be predictable".	Alternative routes for a recurring convoy	(`using-the-data.md`, "A recurring convoy that should not be
ambush task	definition		Inputs: the route, box = 2 km buffer, observer = the convoy at 2 m AGL every 200 m.	Ambush against that route	observer = the convoy at 2 m AGL every
ambush task	definition		Site sees ≥ 400 m of road, is not visible from the approach side beyond 1.5 km, `dist_road` 100 to 600 m, slope ≤ 15°.	Ambush against that route	`dist_road` 100 to 600 m, slope
ambush task	behavior		Candidates at 100 m in the buffer; count visible route samples within 1.5 km with `visible()`.	Ambush against that route	candidates at 100 m in the buffer
ambush task	behavior		Masking from the approach direction comes from `horizon` bin lookup along the route's incoming bearing.	Ambush against that route	`horizon` bin lookup along the route's incoming bearing
ambush task	behavior		Rank by visible road length × masking and return the top 5 with the road sector each covers.	Ambush against that route	Return top 5 with the sector of road each covers
unmasking point	definition		Inputs: a flight's route polyline with altitudes and a SAM site with radar height.	Unmasking point on an ingress	route as a polyline with altitudes; a SAM site with radar
unmasking point	behavior		Sample the route at 100 m, call `visible(site, sample)` in order; the first true sample is the unmasking point.	Unmasking point on an ingress	the first true sample is the unmasking point
unmasking point	behavior		Return distance from the site and the masked segments if the route dips back below the horizon.	Unmasking point on an ingress	the list of masked segments if the route dips back below the horizon
spawn visibility	definition		Inputs: a group's spawn point and the player's likely position and altitude.	Spawn visibility for fog of war	Inputs: a group's spawn point
spawn visibility	behavior		One `visible()` call plus the building count within 100 m from `sat_building`; return boolean and count with no DCS call.	Spawn visibility for fog of war	Return boolean and the count. No DCS call
betweenness	behavior		At pack time compute betweenness centrality over `road_edge`.	Choke points on a road network	betweenness centrality over `road_edge`
choke points	behavior		At query time `chokepoints()` inside the box ranks edges by `betweenness` and reports `crosses_water` (bridges) and the mean `tpi_300` along the edge (defiles when strongly negative).	Choke points on a road network	time `chokepoints()` inside the box, which ranks edges by `betweenness`
